student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S11215,18,Other,1.5,6.1,1.9,Yes,87.2,3.6,Good,1,None,Good,2,Yes,20.1
S11216,17,Male,4.6,1.8,4.7,No,58.1,7.7,Poor,4,High School,Poor,5,No,75.0
S11217,18,Female,5.1,4.7,4.7,No,75.6,6.3,Poor,2,None,Poor,10,Yes,71.6
S11218,17,Other,6.1,0.2,2.6,Yes,62.5,7.6,Poor,9,Master,Good,3,Yes,55.2
S11219,24,Female,7.8,0.4,3.7,Yes,60.1,3.7,Good,3,High School,Average,1,No,52.1
S11220,22,Other,2.3,5.4,3.8,No,64.1,7.7,Good,9,Bachelor,Average,10,No,95.0
S11221,21,Female,5.6,1.4,3.8,Yes,87.3,6.8,Fair,10,High School,Good,8,Yes,58.5
S11222,17,Other,8.5,0.7,4.4,Yes,91.8,3.6,Fair,5,Master,Poor,9,Yes,43.9
S11223,20,Other,3.6,0.5,0.9,No,82.8,8.8,Poor,0,High School,Average,7,Yes,56.0
S11224,19,Female,0.2,5.8,1.5,Yes,88.8,4.3,Good,4,High School,Average,10,No,98.5
S11225,22,Female,7.1,6.0,1.6,No,71.5,3.6,Fair,6,High School,Good,8,No,68.3
S11226,17,Female,3.1,4.4,1.7,No,88.2,5.5,Poor,9,Bachelor,Good,4,No,44.4
S11227,24,Female,1.1,5.5,1.0,Yes,56.3,7.3,Poor,1,High School,Good,9,No,19.3
S11228,23,Other,5.0,3.2,2.9,No,77.0,3.5,Poor,0,High School,Good,10,No,85.4
S11229,20,Male,4.6,0.9,2.1,Yes,90.4,3.7,Fair,7,Master,Poor,3,No,48.1
S11230,24,Female,7.3,0.6,2.4,Yes,65.6,7.0,Fair,9,Bachelor,Average,6,Yes,97.2
S11231,18,Male,0.1,0.6,4.9,Yes,97.3,8.1,Good,7,High School,Good,8,No,57.3
S11232,24,Other,1.0,1.6,0.5,Yes,79.9,5.0,Poor,5,None,Average,4,Yes,88.7
S11233,19,Male,2.1,2.3,2.5,No,65.1,9.5,Fair,3,High School,Average,3,No,41.4
S11234,20,Other,2.0,3.0,3.4,No,86.9,4.2,Good,6,High School,Average,5,Yes,99.8
S11235,23,Other,6.7,5.7,0.9,Yes,73.9,7.0,Poor,9,None,Good,6,Yes,97.7
S11236,22,Female,3.7,4.7,0.9,No,79.7,4.5,Good,6,Master,Poor,8,Yes,90.8
S11237,19,Other,3.8,0.3,4.2,Yes,94.5,9.7,Fair,7,Master,Average,8,Yes,33.5
S11238,22,Other,2.1,5.3,2.0,Yes,91.8,8.3,Good,9,Master,Good,5,Yes,40.6
S11239,19,Male,6.6,3.2,4.8,No,86.2,8.4,Fair,5,High School,Average,8,No,45.1
S11240,22,Male,6.4,3.6,2.6,No,99.1,6.3,Poor,9,Bachelor,Average,8,No,49.8
S11241,23,Male,0.7,5.2,4.1,No,79.9,9.5,Fair,8,Bachelor,Good,5,Yes,26.2
S11242,24,Male,1.0,5.5,0.1,Yes,88.8,7.1,Poor,7,Master,Poor,6,No,30.6
S11243,21,Male,3.5,6.1,0.4,Yes,66.7,7.9,Fair,4,None,Good,3,Yes,61.2
S11244,21,Female,2.1,2.9,1.4,No,80.6,5.7,Fair,5,None,Good,5,No,54.0
S11245,20,Other,2.7,6.2,2.3,No,92.3,7.3,Poor,0,Bachelor,Average,2,Yes,85.6
S11246,18,Male,0.7,3.6,4.8,No,57.8,5.6,Good,1,None,Good,10,Yes,44.0
S11247,18,Female,3.3,5.4,2.5,No,56.3,8.3,Poor,9,Bachelor,Poor,9,Yes,87.7
S11248,20,Female,3.7,5.9,4.0,Yes,80.4,3.7,Fair,1,High School,Good,5,Yes,93.0
S11249,17,Male,8.0,5.5,0.6,Yes,75.6,9.4,Poor,6,Master,Poor,8,Yes,76.6
S11250,21,Other,2.4,5.5,1.6,No,60.8,4.0,Poor,1,High School,Poor,5,Yes,60.6
S11251,24,Other,3.4,4.4,1.1,Yes,66.0,8.9,Poor,0,None,Good,3,No,64.4
S11252,19,Other,6.7,2.8,0.7,Yes,90.9,6.9,Poor,6,Bachelor,Average,5,Yes,27.4
S11253,19,Male,4.9,2.4,0.7,No,75.0,7.8,Fair,6,Bachelor,Poor,5,Yes,43.9
S11254,20,Male,1.5,2.1,0.8,No,67.0,4.3,Good,10,None,Average,5,Yes,20.3
S11255,19,Other,2.4,5.3,5.3,Yes,63.2,9.9,Fair,0,Master,Average,7,Yes,66.5
S11256,20,Male,3.0,6.1,4.8,No,90.8,5.1,Good,1,Bachelor,Poor,8,Yes,41.3
S11257,18,Female,5.4,2.0,2.4,No,67.1,9.5,Fair,4,High School,Good,7,No,81.0
S11258,18,Female,1.4,0.4,4.6,Yes,95.4,3.5,Good,8,Bachelor,Good,1,No,87.0
S11259,24,Male,6.0,2.1,5.3,Yes,98.1,7.9,Good,6,None,Good,1,Yes,34.7
S11260,19,Other,1.3,2.9,0.4,Yes,63.2,8.4,Poor,0,Bachelor,Good,8,Yes,47.1
S11261,23,Female,0.7,2.9,4.3,Yes,96.6,4.9,Poor,7,Bachelor,Good,10,Yes,63.8
S11262,24,Male,7.5,4.6,2.6,Yes,75.4,8.4,Good,10,None,Good,5,No,32.6
S11263,22,Male,4.4,1.6,3.6,Yes,75.7,5.8,Good,8,None,Average,9,No,92.5
S11264,18,Male,1.5,3.5,3.8,Yes,80.6,6.9,Good,0,Master,Poor,9,Yes,87.1
S11265,22,Female,3.6,0.2,3.6,Yes,85.9,8.2,Poor,4,None,Good,5,Yes,33.4
S11266,22,Other,6.6,6.2,1.1,Yes,94.8,5.6,Poor,4,Bachelor,Good,5,Yes,73.0
S11267,20,Other,5.6,5.5,2.8,Yes,82.2,9.5,Fair,0,Master,Average,4,No,96.7
S11268,22,Male,3.9,1.5,4.9,No,99.4,3.7,Fair,1,None,Good,3,No,68.1
S11269,17,Female,1.6,4.7,4.5,No,78.4,9.6,Poor,9,Master,Average,6,No,68.0
S11270,21,Female,1.9,1.0,1.8,Yes,73.9,4.1,Poor,3,High School,Poor,4,Yes,77.4
S11271,24,Female,2.5,1.2,5.4,No,77.9,10.0,Good,1,High School,Good,9,Yes,33.2
S11272,18,Female,1.1,1.5,0.9,Yes,79.5,7.7,Poor,4,Master,Poor,9,Yes,23.6
S11273,19,Female,2.4,3.0,4.4,No,94.7,5.4,Poor,1,None,Poor,6,Yes,19.4
S11274,17,Other,3.7,5.2,4.7,Yes,56.0,8.5,Fair,1,High School,Poor,6,No,71.6
S11275,24,Other,6.2,4.0,5.0,No,95.5,10.0,Good,1,None,Poor,3,Yes,42.2
S11276,20,Other,4.6,2.9,0.1,No,70.1,4.5,Poor,3,High School,Poor,10,No,28.9
S11277,17,Female,2.7,3.7,4.3,No,61.3,6.8,Good,4,Bachelor,Poor,4,No,21.7
S11278,17,Female,0.9,6.0,5.0,Yes,68.3,8.3,Good,0,High School,Good,7,No,95.3
S11279,24,Male,5.3,0.2,1.5,Yes,60.1,7.6,Good,2,High School,Good,9,Yes,29.8
S11280,20,Other,8.0,5.2,1.1,Yes,62.7,7.4,Good,8,Bachelor,Poor,8,Yes,70.4
S11281,18,Female,4.2,5.1,3.9,No,98.4,5.0,Poor,4,High School,Average,6,Yes,38.3
S11282,20,Female,0.8,2.8,4.0,No,94.1,8.9,Poor,1,None,Good,6,Yes,46.7
S11283,21,Female,4.6,2.1,4.3,Yes,70.8,6.5,Poor,7,Bachelor,Average,2,Yes,70.9
S11284,22,Male,1.6,3.6,5.0,Yes,67.4,9.7,Fair,0,High School,Average,8,No,21.9
S11285,19,Female,4.8,1.2,0.8,No,74.1,5.3,Fair,4,Bachelor,Poor,4,Yes,71.7
S11286,21,Male,7.7,1.9,1.7,No,97.1,3.7,Poor,0,Master,Good,7,Yes,45.1
S11287,23,Other,5.1,4.9,4.6,Yes,77.7,3.7,Poor,8,High School,Good,1,No,91.7
S11288,21,Other,6.9,3.1,0.4,Yes,61.8,5.7,Poor,6,None,Average,9,Yes,39.1
S11289,24,Male,3.5,0.3,3.4,Yes,67.2,4.9,Fair,1,Master,Average,4,Yes,39.0
S11290,21,Other,4.2,6.3,3.4,Yes,60.4,5.1,Good,8,High School,Good,3,Yes,62.4
S11291,20,Other,3.7,5.6,4.7,No,91.1,6.8,Fair,2,None,Average,10,Yes,85.3
S11292,22,Female,8.5,3.8,0.1,No,67.7,8.1,Fair,10,None,Poor,2,No,70.6
S11293,24,Male,6.0,2.1,3.4,Yes,90.9,4.2,Fair,2,Bachelor,Average,6,No,66.0
S11294,23,Female,2.4,0.8,1.0,Yes,86.8,7.6,Good,3,Bachelor,Average,2,Yes,67.4
S11295,22,Male,4.1,3.9,0.3,No,88.2,3.5,Good,0,Bachelor,Poor,3,No,79.4
S11296,20,Other,6.4,3.6,4.1,Yes,92.9,5.9,Poor,4,None,Poor,9,No,90.8
S11297,21,Other,4.4,3.4,1.5,Yes,90.9,8.2,Poor,3,High School,Average,4,No,97.6
S11298,19,Other,6.6,1.6,0.1,No,72.8,4.7,Poor,3,None,Good,9,No,56.5
S11299,19,Female,4.9,5.4,1.7,No,83.5,6.1,Poor,10,None,Poor,5,No,86.1
S11300,22,Male,2.3,3.5,3.4,Yes,90.6,3.9,Good,0,Bachelor,Poor,4,No,68.5
S11301,20,Other,7.1,1.9,1.1,Yes,73.7,5.3,Fair,4,Master,Good,7,No,97.4
S11302,19,Female,0.7,1.1,3.4,Yes,86.1,3.6,Fair,6,Master,Good,10,Yes,98.8
S11303,22,Female,5.5,0.5,3.3,No,60.2,9.7,Poor,0,High School,Average,1,Yes,27.7
S11304,22,Other,1.4,3.6,1.0,No,59.4,6.7,Poor,10,High School,Good,3,Yes,50.7
S11305,17,Female,5.7,0.8,3.6,No,87.6,8.9,Good,10,None,Poor,10,Yes,37.5
S11306,19,Other,2.9,1.8,4.8,Yes,98.0,9.9,Good,8,High School,Average,10,No,97.3
S11307,23,Female,3.5,2.4,0.2,No,93.4,7.4,Poor,9,Master,Good,3,Yes,64.5
S11308,24,Other,2.8,3.3,4.7,No,72.1,5.2,Poor,7,High School,Poor,4,Yes,89.3
S11309,22,Male,2.4,2.3,5.4,No,77.7,5.0,Fair,9,None,Poor,6,No,31.9
S11310,21,Other,4.4,5.8,3.7,Yes,90.6,3.5,Fair,5,Master,Average,7,Yes,99.6
S11311,20,Male,7.9,4.1,5.2,Yes,98.3,5.4,Poor,7,Bachelor,Poor,5,No,52.2
S11312,24,Female,5.1,6.1,2.9,Yes,78.1,4.6,Fair,6,Master,Good,4,Yes,78.4
S11313,22,Female,5.8,1.3,1.1,No,81.9,5.4,Fair,9,High School,Good,1,Yes,63.3
S11314,20,Female,5.3,4.5,2.3,No,75.8,7.6,Poor,4,High School,Poor,2,Yes,63.0
S11315,17,Other,1.2,6.2,3.0,Yes,77.3,6.6,Poor,0,None,Average,1,No,96.0
S11316,19,Female,6.8,4.3,1.0,Yes,75.4,5.2,Fair,0,Master,Poor,7,Yes,39.7
S11317,21,Other,1.7,5.7,1.2,Yes,67.0,6.4,Fair,3,High School,Average,5,No,85.4
S11318,22,Male,1.2,6.3,3.3,No,90.1,3.7,Fair,3,Bachelor,Good,6,No,87.8
S11319,21,Other,3.8,0.6,0.5,Yes,97.2,7.3,Poor,3,High School,Average,7,No,67.1
S11320,20,Female,7.8,1.3,3.2,Yes,76.5,5.4,Fair,4,Master,Poor,3,Yes,60.7
S11321,19,Other,2.5,1.0,4.5,No,83.4,4.6,Good,9,Master,Poor,8,No,79.5
S11322,20,Male,1.0,3.6,1.8,No,81.4,5.2,Fair,10,Master,Poor,4,Yes,71.1
S11323,18,Other,4.8,3.9,0.0,No,86.3,9.7,Poor,10,None,Good,5,Yes,25.0
S11324,20,Male,1.1,1.5,1.6,Yes,87.0,5.4,Fair,10,None,Average,9,Yes,94.1
S11325,19,Male,4.5,5.6,5.0,No,88.8,3.7,Good,9,Master,Poor,1,Yes,51.7
S11326,20,Male,2.9,5.6,3.1,No,89.8,5.9,Poor,0,None,Poor,9,No,88.1
S11327,17,Male,3.3,3.9,0.8,No,67.3,6.7,Good,2,High School,Average,10,No,65.2
S11328,21,Other,4.5,5.6,4.6,No,59.0,9.5,Fair,7,Master,Good,4,Yes,42.4
S11329,18,Female,6.5,2.0,3.5,Yes,71.1,7.2,Good,7,Bachelor,Good,9,Yes,99.8
S11330,20,Male,7.4,5.9,4.3,Yes,78.2,5.2,Fair,4,Master,Average,1,Yes,58.4
S11331,19,Other,2.9,4.2,3.1,No,85.5,6.3,Poor,2,Bachelor,Poor,10,No,34.6
S11332,22,Male,3.7,1.6,4.8,Yes,76.0,8.6,Good,8,None,Poor,10,No,54.1
S11333,19,Male,4.8,0.9,4.8,Yes,95.0,9.7,Good,0,Master,Poor,5,No,98.5
S11334,19,Male,2.9,0.0,3.8,No,61.7,8.3,Poor,2,None,Good,3,No,28.6
S11335,20,Other,0.4,0.2,2.8,No,96.7,7.0,Fair,9,Bachelor,Average,2,No,18.5
S11336,19,Male,2.8,0.2,1.2,No,61.7,8.2,Poor,0,Bachelor,Good,7,No,47.9
S11337,21,Male,3.3,1.9,4.0,No,97.9,8.3,Fair,3,Master,Poor,6,No,39.9
S11338,17,Male,8.2,5.3,0.5,No,63.0,3.8,Fair,8,None,Good,1,No,30.7
S11339,18,Male,7.5,4.0,4.5,Yes,69.2,5.3,Good,9,None,Good,4,No,31.6
S11340,20,Male,1.7,5.6,3.7,No,98.0,6.7,Poor,7,None,Poor,6,No,55.3
S11341,24,Male,7.3,0.9,3.5,No,68.6,4.1,Poor,7,High School,Average,5,No,34.2
S11342,23,Female,7.7,0.2,5.4,Yes,64.0,5.9,Good,9,None,Good,6,No,40.5
S11343,19,Male,5.7,5.0,4.8,Yes,76.9,4.7,Poor,0,None,Average,1,Yes,98.3
S11344,18,Male,3.4,1.8,4.8,Yes,83.6,8.9,Poor,10,Master,Poor,9,No,45.9
S11345,20,Male,1.3,2.2,0.8,Yes,86.0,8.0,Fair,9,Bachelor,Poor,7,Yes,81.4
S11346,23,Male,3.1,1.1,3.1,No,57.0,8.7,Poor,10,Bachelor,Average,4,Yes,24.5
S11347,18,Male,5.4,4.7,2.4,No,78.2,7.2,Fair,2,Master,Good,6,No,59.9
S11348,24,Female,5.9,0.2,1.3,No,66.1,8.0,Fair,3,High School,Average,5,No,31.1
S11349,21,Other,7.8,1.3,2.3,Yes,99.2,3.6,Poor,0,None,Average,3,Yes,46.7
S11350,18,Male,3.9,3.2,2.2,Yes,80.0,6.2,Good,1,Bachelor,Poor,7,No,46.0
S11351,18,Female,5.5,2.2,4.0,Yes,59.3,5.5,Poor,4,High School,Good,6,No,35.3
S11352,18,Other,0.3,1.2,4.1,Yes,85.8,4.3,Poor,0,High School,Good,2,Yes,93.2
S11353,18,Other,6.5,2.0,5.4,Yes,84.2,9.9,Poor,5,None,Average,6,No,77.0
S11354,17,Other,5.1,6.2,4.8,No,99.2,6.0,Fair,8,Bachelor,Average,3,No,74.8
S11355,21,Female,4.5,0.9,4.3,No,87.2,5.4,Poor,2,High School,Average,3,Yes,83.0
S11356,17,Other,8.3,5.8,5.4,Yes,89.0,5.2,Poor,6,Bachelor,Good,7,Yes,58.0
S11357,19,Other,6.7,3.8,0.3,Yes,86.3,5.5,Good,6,Master,Average,10,Yes,66.1
S11358,23,Other,3.9,0.9,1.1,No,62.2,3.8,Good,7,Master,Poor,1,Yes,28.6
S11359,20,Male,8.1,4.7,3.7,No,76.2,9.2,Fair,5,Bachelor,Poor,4,No,34.6
S11360,18,Female,0.5,1.6,0.8,Yes,91.4,3.8,Good,10,Master,Average,9,Yes,48.7
S11361,17,Female,7.4,2.1,1.0,Yes,98.8,8.3,Poor,2,Master,Poor,5,Yes,77.6
S11362,17,Male,2.9,1.9,1.3,Yes,99.9,5.8,Good,2,High School,Good,1,No,71.5
S11363,18,Male,7.4,2.9,1.7,Yes,87.1,9.9,Good,7,Master,Poor,3,No,19.4
S11364,24,Male,4.2,1.4,4.1,No,66.6,6.2,Fair,5,None,Average,10,Yes,72.5
S11365,19,Female,7.3,3.2,2.4,No,63.5,4.1,Good,0,Bachelor,Average,7,No,73.2
S11366,24,Other,5.0,2.2,3.4,No,70.4,9.5,Poor,2,High School,Average,3,No,35.6
S11367,17,Female,2.4,3.1,3.9,No,75.9,7.5,Good,4,Master,Average,2,No,86.1
S11368,24,Male,7.3,0.5,1.2,No,66.9,6.0,Fair,9,Bachelor,Average,4,Yes,83.8
S11369,21,Male,5.1,3.3,5.2,Yes,87.8,7.2,Good,10,High School,Average,6,No,27.4
S11370,18,Male,0.5,3.0,2.3,Yes,88.5,6.6,Poor,5,None,Average,7,No,30.3
S11371,19,Other,0.2,4.1,0.3,No,65.4,9.1,Good,10,High School,Poor,1,No,66.3
S11372,23,Female,3.7,5.4,0.2,Yes,92.2,3.5,Fair,1,None,Good,10,Yes,50.2
S11373,21,Other,1.6,5.7,4.1,Yes,63.6,7.5,Poor,0,Master,Good,5,No,88.3
S11374,22,Female,2.1,0.1,3.3,Yes,74.7,8.9,Poor,5,None,Average,6,Yes,39.5
S11375,24,Female,4.5,1.7,3.8,Yes,63.2,8.0,Poor,8,None,Poor,9,Yes,43.4
S11376,19,Male,1.1,3.3,3.8,No,67.2,8.1,Good,6,Bachelor,Good,8,Yes,21.9
S11377,24,Male,4.1,3.2,1.0,Yes,66.6,5.7,Fair,1,None,Poor,2,Yes,81.6
S11378,23,Male,3.8,2.1,2.3,No,73.1,6.7,Good,7,None,Good,4,No,76.2
S11379,23,Other,5.8,6.4,4.0,No,81.9,7.8,Poor,7,Bachelor,Average,4,No,78.8
S11380,18,Female,4.3,4.1,2.3,No,82.3,4.0,Good,1,None,Good,7,No,96.3
S11381,23,Other,4.5,0.2,4.3,Yes,61.8,6.4,Good,0,Bachelor,Good,8,No,25.3
S11382,23,Other,5.8,2.7,2.4,Yes,57.0,5.2,Good,2,None,Average,9,Yes,39.5
S11383,24,Female,0.9,0.5,4.9,Yes,84.2,5.8,Good,0,High School,Average,5,No,24.2
S11384,21,Female,2.2,1.3,4.0,Yes,63.9,6.4,Good,3,None,Good,4,No,78.8
S11385,24,Male,7.2,3.6,0.2,Yes,68.3,3.6,Good,6,Master,Average,5,No,70.6
S11386,19,Male,2.5,0.4,0.1,Yes,76.2,9.5,Good,9,Bachelor,Poor,7,Yes,63.4
S11387,19,Other,0.4,5.4,0.5,No,90.9,7.2,Poor,2,Bachelor,Good,2,No,33.4
S11388,21,Male,1.9,2.3,3.4,No,60.4,9.7,Poor,6,Master,Good,10,No,59.8
S11389,21,Female,6.3,1.1,1.5,Yes,59.2,6.8,Poor,4,Master,Average,10,No,86.7
S11390,21,Male,3.2,1.0,3.0,No,81.4,9.2,Good,4,High School,Average,5,Yes,67.5
S11391,22,Female,3.0,5.1,3.2,No,71.7,5.0,Good,0,High School,Average,5,No,94.1
S11392,22,Male,4.0,2.4,2.1,No,95.8,4.9,Poor,2,High School,Poor,4,No,83.5
S11393,22,Male,3.0,0.4,2.2,No,78.9,6.6,Poor,2,High School,Poor,9,No,71.4
S11394,22,Female,8.1,2.6,0.9,Yes,98.9,7.0,Good,6,High School,Good,2,No,49.8
S11395,22,Female,5.9,0.2,1.3,No,72.8,7.3,Poor,3,None,Average,10,Yes,80.0
S11396,17,Female,7.7,4.7,2.9,Yes,93.8,7.6,Poor,6,Bachelor,Poor,9,No,96.6
S11397,19,Other,6.7,5.6,1.3,No,66.1,9.4,Poor,8,None,Average,9,Yes,73.6
S11398,18,Other,3.0,1.5,4.9,Yes,63.2,7.4,Good,4,High School,Average,2,Yes,24.4
S11399,22,Female,1.8,4.1,2.9,No,69.2,4.5,Good,9,None,Poor,4,No,51.9
S11400,17,Female,3.3,2.7,1.3,Yes,67.9,8.6,Fair,6,Master,Poor,4,No,23.9
S11401,19,Male,0.3,2.8,0.0,No,95.4,8.7,Poor,10,Bachelor,Good,2,No,21.8
S11402,21,Male,3.6,0.2,4.8,No,86.3,6.0,Poor,3,High School,Good,6,Yes,33.8
S11403,17,Female,4.2,0.3,4.6,Yes,60.8,8.7,Poor,5,Master,Good,1,No,23.8
S11404,20,Male,0.7,4.5,1.1,Yes,59.2,7.1,Poor,0,Bachelor,Average,6,Yes,27.1
S11405,24,Female,2.9,6.3,5.3,Yes,58.5,9.0,Fair,10,None,Poor,8,No,41.8
S11406,17,Female,4.4,4.9,4.2,Yes,79.3,8.6,Good,1,Master,Average,1,Yes,36.2
S11407,17,Other,0.5,0.5,1.6,No,98.6,6.5,Poor,3,Master,Good,7,No,25.7
S11408,21,Other,1.5,6.4,4.5,No,65.6,8.5,Fair,7,Bachelor,Poor,10,No,94.8
S11409,22,Female,1.8,2.4,2.0,No,68.9,4.9,Good,7,Bachelor,Average,6,No,24.2
S11410,23,Other,2.1,3.2,1.8,No,87.3,9.0,Fair,0,Bachelor,Poor,8,Yes,31.8
S11411,20,Other,8.0,2.1,1.3,Yes,61.1,9.4,Good,5,High School,Good,5,No,81.1
S11412,21,Male,2.7,1.1,4.8,No,89.2,5.8,Good,9,Bachelor,Poor,2,Yes,68.2
S11413,20,Female,3.4,2.8,0.5,Yes,65.6,5.4,Good,5,None,Poor,2,Yes,19.0
S11414,23,Male,1.1,0.8,1.5,Yes,60.4,7.3,Good,3,Bachelor,Average,3,No,56.8
S11415,23,Male,0.2,5.4,2.5,Yes,70.7,7.2,Good,8,Master,Poor,9,No,30.1
S11416,17,Female,7.8,3.6,3.3,No,57.0,8.6,Good,3,Bachelor,Poor,8,Yes,57.6
S11417,24,Female,3.0,2.4,5.3,No,61.7,8.5,Good,5,Master,Good,1,No,56.2
S11418,24,Female,5.4,4.3,5.4,Yes,75.8,5.6,Poor,5,Master,Good,6,Yes,88.8
S11419,18,Male,4.6,0.7,3.5,No,65.7,6.2,Fair,10,Bachelor,Average,2,No,47.3
S11420,24,Male,3.9,5.9,1.3,No,89.4,7.2,Fair,5,High School,Poor,5,No,30.4
S11421,20,Female,3.8,1.4,2.5,No,80.3,4.0,Fair,1,Master,Poor,10,Yes,33.9
S11422,17,Female,6.1,3.8,2.0,No,75.3,7.8,Good,9,Bachelor,Good,8,No,50.7
S11423,19,Male,0.7,3.8,0.1,No,97.5,3.7,Fair,7,Master,Poor,3,Yes,21.0
S11424,17,Male,7.8,5.3,3.2,Yes,90.0,4.7,Good,6,Bachelor,Average,2,No,39.9
S11425,24,Female,1.8,3.8,5.3,Yes,95.4,7.5,Good,2,None,Poor,5,Yes,18.5
S11426,22,Other,8.2,1.4,2.8,Yes,84.7,4.7,Poor,7,None,Average,5,Yes,28.0
S11427,22,Male,3.5,1.1,4.5,No,81.7,7.3,Good,7,Master,Good,1,Yes,88.5
S11428,18,Male,4.3,5.9,5.3,No,72.6,8.2,Poor,10,None,Average,2,No,20.3
S11429,17,Female,5.3,0.8,2.6,Yes,71.4,6.9,Good,3,Bachelor,Good,9,Yes,25.1
S11430,23,Female,5.2,4.3,0.3,Yes,65.6,8.0,Poor,9,None,Poor,3,Yes,21.3
S11431,18,Male,3.5,2.8,1.3,Yes,62.4,8.1,Fair,4,None,Poor,3,No,97.4
S11432,23,Female,0.3,5.7,1.3,No,89.9,6.1,Fair,5,None,Average,2,Yes,38.4
S11433,20,Other,3.8,4.3,3.7,No,73.0,3.7,Good,10,High School,Poor,4,Yes,60.8
S11434,20,Female,8.1,4.4,5.0,Yes,64.1,9.2,Good,6,None,Poor,1,Yes,40.0
S11435,19,Female,7.7,1.3,4.8,Yes,64.8,8.4,Good,5,Bachelor,Good,8,No,50.7
S11436,22,Female,7.6,1.9,4.4,No,74.5,8.2,Fair,3,Bachelor,Average,5,No,67.1
S11437,22,Other,6.9,3.6,2.7,No,77.4,9.3,Poor,3,Master,Poor,2,No,89.7
S11438,20,Male,2.7,1.5,0.4,Yes,82.3,7.3,Good,1,High School,Good,3,No,63.5
S11439,18,Female,4.3,4.2,0.8,Yes,68.9,9.1,Fair,3,Master,Poor,1,Yes,83.4
S11440,22,Other,6.2,1.6,2.4,Yes,83.5,5.3,Good,1,None,Good,5,Yes,79.4
S11441,19,Male,1.5,5.9,0.4,Yes,76.1,8.5,Good,6,High School,Good,5,No,87.4
S11442,21,Other,8.0,0.7,5.1,No,88.0,5.2,Fair,3,High School,Poor,5,Yes,49.6
S11443,19,Male,5.7,4.7,5.0,No,86.7,4.3,Fair,10,Bachelor,Average,3,No,59.9
S11444,22,Male,4.9,5.0,2.5,Yes,68.8,5.7,Poor,1,None,Good,9,Yes,61.5
S11445,20,Other,1.0,5.3,1.2,Yes,97.1,4.9,Fair,10,Master,Poor,5,No,81.9
S11446,21,Male,4.2,4.3,4.2,Yes,82.8,6.2,Good,7,Bachelor,Average,9,Yes,59.8
S11447,24,Male,2.4,0.5,0.2,Yes,74.2,5.2,Good,8,Master,Average,10,Yes,59.3
S11448,23,Other,6.8,2.5,4.7,Yes,89.0,7.2,Good,5,Master,Average,10,Yes,77.0
S11449,17,Male,1.7,3.9,3.1,Yes,70.2,9.2,Good,5,High School,Average,5,Yes,45.4
S11450,21,Female,5.6,2.3,4.7,Yes,78.7,9.5,Fair,1,Bachelor,Poor,8,Yes,66.7
S11451,22,Female,4.8,1.7,2.6,No,76.9,7.4,Poor,0,High School,Good,5,No,39.8
S11452,23,Male,2.9,0.1,3.6,No,70.8,4.1,Poor,4,High School,Average,7,No,54.5
S11453,21,Female,0.2,0.6,1.3,No,66.7,8.4,Good,10,None,Average,6,No,46.9
S11454,24,Other,2.0,6.2,0.1,Yes,57.4,8.0,Poor,5,None,Poor,1,Yes,66.4
S11455,24,Male,6.0,3.1,4.0,Yes,74.6,4.6,Poor,6,Master,Poor,3,No,74.6
S11456,19,Male,6.4,1.9,4.1,No,57.3,7.4,Good,3,None,Poor,4,Yes,87.5
S11457,21,Other,5.3,0.3,3.6,Yes,74.3,7.6,Fair,3,High School,Poor,3,Yes,20.7
S11458,20,Male,1.1,1.8,2.9,Yes,96.8,3.8,Poor,7,None,Average,4,No,78.6
S11459,19,Female,3.4,1.2,4.7,No,92.0,6.4,Good,2,Master,Poor,9,No,90.4
S11460,19,Male,1.4,3.6,4.1,No,88.8,8.7,Good,3,Bachelor,Average,8,No,28.2
S11461,17,Other,1.8,5.0,2.5,No,88.1,5.7,Good,6,None,Average,10,No,57.8
S11462,17,Female,1.1,1.1,3.8,No,69.5,9.0,Fair,3,High School,Average,4,No,77.0
S11463,21,Other,6.7,1.7,3.5,No,90.9,9.3,Poor,7,None,Good,9,Yes,57.0
S11464,23,Female,4.2,4.1,2.5,No,75.3,3.6,Fair,5,None,Average,7,Yes,91.9
S11465,23,Male,3.7,6.2,1.1,Yes,71.6,8.5,Fair,6,High School,Poor,4,Yes,92.2
S11466,21,Other,8.0,1.0,0.9,No,64.0,3.5,Good,0,High School,Poor,5,No,57.3
S11467,22,Male,7.1,6.0,2.4,No,99.1,8.9,Fair,5,None,Poor,9,No,73.5
S11468,17,Male,2.0,3.6,0.6,Yes,59.5,5.5,Good,9,Master,Poor,8,No,95.3
S11469,17,Female,6.1,2.6,3.2,Yes,62.8,5.8,Good,1,Master,Good,4,Yes,97.3
S11470,20,Other,4.4,4.9,1.0,No,64.1,4.0,Fair,4,Bachelor,Poor,6,No,49.0
S11471,20,Other,2.7,3.6,3.7,No,97.0,8.5,Fair,7,Master,Poor,7,No,64.6
S11472,21,Female,2.5,5.8,4.9,Yes,98.6,8.5,Poor,7,None,Poor,9,Yes,69.7
S11473,21,Other,2.0,6.3,4.3,Yes,78.8,7.7,Fair,10,High School,Average,1,Yes,19.1
S11474,19,Female,3.9,6.4,4.3,Yes,76.4,5.0,Good,8,High School,Average,9,No,33.2
